name,exchange,root_ticker,GoogleFin_ticker
VersaPay Corporation,TSX Venture Exchange,VPY,CVE:VPY
Victoria Gold Corp.,TSX Venture Exchange,VIT,CVE:VIT
Viscount Mining Corp.,TSX Venture Exchange,VML,CVE:VML
Vitreous Glass Inc.,TSX Venture Exchange,VCI,CVE:VCI
Vogogo Inc.,TSX Venture Exchange,VGO,CVE:VGO
Wavefront Technology Solutions Inc.,TSX Venture Exchange,WEE,CVE:WEE
West High Yield (W.H.Y.) Resources Ltd.,TSX Venture Exchange,WHY,CVE:WHY
West Kirkland Mining Inc.,TSX Venture Exchange,WKM,CVE:WKM
WesternZagros Resources Ltd.,TSX Venture Exchange,WZR,CVE:WZR
Wi2Wi Corporation,TSX Venture Exchange,YTY,CVE:YTY
Wilton Resources Inc.,TSX Venture Exchange,WIL,CVE:WIL
Yangaroo Inc.,TSX Venture Exchange,YOO,CVE:YOO
Yoho Resources Inc.,TSX Venture Exchange,YO,CVE:YO
Zaio Corporation,TSX Venture Exchange,ZAO,CVE:ZAO
Zecotek Photonics Inc.,TSX Venture Exchange,ZMS,CVE:ZMS
Zenyatta Ventures Ltd.,TSX Venture Exchange,ZEN,CVE:ZEN
biOasis Technologies Inc.,TSX Venture Exchange,BTI,CVE:BTI
bioMmune Technologies Inc.,TSX Venture Exchange,IMU,CVE:IMU
iLOOKABOUT Corp.,TSX Venture Exchange,ILA,CVE:ILA
iSign Media Solutions Inc.,TSX Venture Exchange,ISD,CVE:ISD
theScore Inc,TSX Venture Exchange,SCR,CVE:SCR
